,Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,auto_labels,auto_labels_list
1914,Pengguna Google,gamenya bagus rajin ngasih bansos GK kayak game sebelah,5,2025-05-15 02:03:17,0,gamenya bagus rajin ngasih bansos gk kayak game belah,id,"{'sequence': 'gamenya bagus rajin ngasih bansos gk kayak game belah', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4440729022026062, 0.4407591223716736, 0.4384872615337372, 0.437015563249588, 0.43392395973205566, 0.43325018882751465, 0.42613929510116577]}",[]
1915,Pengguna Google,game play nya simpel grafik jangan tanya bagus bet karakter nya cakep',5,2025-05-15 01:22:23,0,game play simpel grafik jangan tanya bagus bet karakter cakep,id,"{'sequence': 'game play simpel grafik jangan tanya bagus bet karakter cakep', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.42637574672698975, 0.41974639892578125, 0.4182703495025635, 0.4153686761856079, 0.4123353958129883, 0.41225188970565796, 0.4122493863105774]}",[]
1916,Pengguna Google,mantap,5,2025-05-14 20:54:22,0,mantap,pendek,"{'sequence': 'mantap', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.442288339138031, 0.44008710980415344, 0.42815080285072327, 0.42797842621803284, 0.42764046788215637, 0.42674145102500916, 0.4172596335411072]}",[]
1917,Pengguna Google,seneng kali char nya cakep semua jir,5,2025-05-14 20:50:03,0,neng kali char cakep semua jir,sw,"{'sequence': 'neng kali char cakep semua jir', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Optimalisasi', 'Grafis', 'Gameplay', 'Bugs & Error'], 'scores': [0.4304671585559845, 0.4241292178630829, 0.4191907048225403, 0.41824695467948914, 0.41655781865119934, 0.41069915890693665, 0.40492257475852966]}",[]
1918,Pengguna Google,Game terbaik mau dengerin player,5,2025-05-14 19:23:01,0,game baik mau dengerin player,id,"{'sequence': 'game baik mau dengerin player', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Optimalisasi', 'Gameplay', 'Bugs & Error'], 'scores': [0.4386224150657654, 0.4331994652748108, 0.4319986402988434, 0.42753463983535767, 0.424082487821579, 0.4238506257534027, 0.42125216126441956]}",[]
1919,Pengguna Google,good,5,2025-05-14 17:42:47,0,good,pendek,"{'sequence': 'good', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Bugs & Error', 'Gameplay', 'Grafis', 'Optimalisasi'], 'scores': [0.42820629477500916, 0.41246387362480164, 0.40612608194351196, 0.4049496054649353, 0.404572457075119, 0.40378931164741516, 0.3938816487789154]}",[]
1920,Pengguna Google,Good Game,5,2025-05-14 16:50:11,0,good game,pendek,"{'sequence': 'good game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.42786481976509094, 0.4141641855239868, 0.4134756624698639, 0.4097840189933777, 0.4072677493095398, 0.4069627523422241, 0.39690014719963074]}",[]
1921,Pengguna Google,plis didukung lagi dong buat player mobilenya. soalnya suka ngeframe plus keluar sendiri. over all gamenya bagus banget. cuma kalo di andro berat bangeeeettt. plisss diperbaiki,5,2025-05-14 15:45:38,0,plis dukung dong buat player mobilenya soal suka frame plus keluar sendiri over all gamenya bagus banget cuma kalau andro berat bangeeeettt plisss baik,id,"{'sequence': 'plis dukung dong buat player mobilenya soal suka frame plus keluar sendiri over all gamenya bagus banget cuma kalau andro berat bangeeeettt plisss baik', 'labels': ['Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.45915400981903076, 0.45749619603157043, 0.4569718539714813, 0.4549991190433502, 0.45425310730934143, 0.45424553751945496, 0.4490131139755249]}",[]
1922,Pengguna Google,"ampun dah wuwa, aku gak peduli sama bansos, yang penting event nya menurut gua menarik bet astagaaa, lu tau gak setiap gua mau tidur terngiang"" vipi Cubi😭 belom selese sama masalah itu, sekarang tambah lagi balapan kubus lompat"" yang disiarin live👏 buset dah betah bet gua liat kubus lompat"" gitu apa lagi bisa di gendong🤣",5,2025-05-14 15:37:27,0,ampun dah wuwa aku peduli sama bansos penting event gua tarik bet astagaaa lu tau tiap gua mau tidur ngiang vipi cubi bom selese sama masalah sekarang tambah balap kubus lompat disiarin live buset dah betah bet gua liat kubus lompat gitu apa bisa gendong,id,"{'sequence': 'ampun dah wuwa aku peduli sama bansos penting event gua tarik bet astagaaa lu tau tiap gua mau tidur ngiang vipi cubi bom selese sama masalah sekarang tambah balap kubus lompat disiarin live buset dah betah bet gua liat kubus lompat gitu apa bisa gendong', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.44406118988990784, 0.4434523582458496, 0.4395257532596588, 0.43919068574905396, 0.4390451908111572, 0.43790552020072937, 0.43573808670043945]}",[]
1923,Pengguna Google,saya sangat menyukai game ini karena story yang bagus dan karakter yang bagus bagus,5,2025-05-14 15:02:58,0,sangat suka game karena story bagus karakter bagus bagus,id,"{'sequence': 'sangat suka game karena story bagus karakter bagus bagus', 'labels': ['Monetisasi & Gacha', 'Optimalisasi', 'Cerita', 'Komunitas', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.43502679467201233, 0.42725133895874023, 0.4258662462234497, 0.4247685968875885, 0.42463958263397217, 0.4237101376056671, 0.4184625446796417]}",[]
1924,Pengguna Google,the best,5,2025-05-14 14:50:20,0,the best,pendek,"{'sequence': 'the best', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.43905484676361084, 0.42732149362564087, 0.42587167024612427, 0.42243772745132446, 0.4220733642578125, 0.41451480984687805, 0.41281071305274963]}",[]
1925,Pengguna Google,tambahin bahasa Indonesia pliss😭😭😭😭,5,2025-05-14 14:46:11,1,tambahin bahasa indonesia pliss,id,"{'sequence': 'tambahin bahasa indonesia pliss', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.42049485445022583, 0.4133422076702118, 0.4075776934623718, 0.40699779987335205, 0.40696436166763306, 0.40522170066833496, 0.39760681986808777]}",[]
1926,Pengguna Google,game baik dan penuh perhatian,5,2025-05-14 13:39:11,0,game baik penuh perhati,id,"{'sequence': 'game baik penuh perhati', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4326985478401184, 0.4294167757034302, 0.4269842505455017, 0.42407217621803284, 0.41630810499191284, 0.41528308391571045, 0.4151844084262848]}",[]
1927,Pengguna Google,good,5,2025-05-14 13:29:40,0,good,pendek,"{'sequence': 'good', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Bugs & Error', 'Gameplay', 'Grafis', 'Optimalisasi'], 'scores': [0.42820629477500916, 0.41246387362480164, 0.40612608194351196, 0.4049496054649353, 0.404572457075119, 0.40378931164741516, 0.3938816487789154]}",[]
1928,Pengguna Google,Grafik yang memanjakan mata ✨,5,2025-05-14 12:56:51,0,grafik manja mata,id,"{'sequence': 'grafik manja mata', 'labels': ['Monetisasi & Gacha', 'Grafis', 'Komunitas', 'Cerita', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4341835677623749, 0.42873623967170715, 0.4286405146121979, 0.4224625825881958, 0.4186052083969116, 0.4171604514122009, 0.41352662444114685]}",[]
1929,Pengguna Google,mantap,5,2025-05-14 12:47:27,0,mantap,pendek,"{'sequence': 'mantap', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.442288339138031, 0.44008710980415344, 0.42815080285072327, 0.42797842621803284, 0.42764046788215637, 0.42674145102500916, 0.4172596335411072]}",[]
1930,Pengguna Google,bagus,5,2025-05-14 11:59:27,0,bagus,pendek,"{'sequence': 'bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4303222596645355, 0.4260706901550293, 0.41712915897369385, 0.4162152111530304, 0.41415610909461975, 0.4138963520526886, 0.40186432003974915]}",[]
1931,Pengguna Google,"selain dari grafik dan mekanisme game yg bagus, jg salah satu game paling nguntungin player, apa lagi bagi yg f2p kayak gw.. bansosnya bejibun haha yg harus di perhatiin pengoptimalisasinya.. kayanya semakin ramah spek, semakin banyak banyak yg main ..",5,2025-05-14 11:51:21,0,dari grafik mekanisme game bagus jg salah satu game paling nguntungin player apa bagi fp kayak gw bansosnya bejibun haha harus perhatiin optimal kaya makin ramah spek makin banyak banyak main,id,"{'sequence': 'dari grafik mekanisme game bagus jg salah satu game paling nguntungin player apa bagi fp kayak gw bansosnya bejibun haha harus perhatiin optimal kaya makin ramah spek makin banyak banyak main', 'labels': ['Grafis', 'Gameplay', 'Komunitas', 'Cerita', 'Optimalisasi', 'Bugs & Error', 'Monetisasi & Gacha'], 'scores': [0.43747299909591675, 0.43411368131637573, 0.4333285689353943, 0.42989617586135864, 0.4298005700111389, 0.42891547083854675, 0.4287894368171692]}",[]
1932,Pengguna Google,good,5,2025-05-14 11:33:05,0,good,pendek,"{'sequence': 'good', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Bugs & Error', 'Gameplay', 'Grafis', 'Optimalisasi'], 'scores': [0.42820629477500916, 0.41246387362480164, 0.40612608194351196, 0.4049496054649353, 0.404572457075119, 0.40378931164741516, 0.3938816487789154]}",[]
1933,Pengguna Google,"Good as a Game but Bad as a Gacha. Stupid banner even in anniversary banner with trash 50/50, Always rate off at Resonator banner with hard pity that higher than 70 above. You can still play the game without spend your money on it because Free character already strong enough and we all know that spend more money on stupid banner always gonna be useless.",1,2025-05-14 11:14:28,1,good as a game but bad as a gacha stupid banner even in anniversary banner with trash always rate off at resonator banner with hard pity that higher than above you can still play the game without spend your money on it because free character already strong enough and we all know that spend more money on stupid banner always gonna be useless,en,"{'sequence': 'good as a game but bad as a gacha stupid banner even in anniversary banner with trash always rate off at resonator banner with hard pity that higher than above you can still play the game without spend your money on it because free character already strong enough and we all know that spend more money on stupid banner always gonna be useless', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi', 'Cerita'], 'scores': [0.3946964740753174, 0.39454829692840576, 0.392422616481781, 0.38979271054267883, 0.3897762596607208, 0.3886619806289673, 0.3867039680480957]}",[]
1934,Pengguna Google,"bung, game ini absolute mahakarya, dimana grafik yang sangat memanjakan mata, musik yang sangat indah, dan ditambah lagi developer nya tidak pelit🤗",5,2025-05-14 10:55:24,0,bung game absolute mahakarya grafik sangat manja mata musik sangat indah tambah developer pelit,id,"{'sequence': 'bung game absolute mahakarya grafik sangat manja mata musik sangat indah tambah developer pelit', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Gameplay', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.45945027470588684, 0.4589971601963043, 0.4564998149871826, 0.4549238085746765, 0.45491114258766174, 0.4548937678337097, 0.45049750804901123]}",[]
1935,Pengguna Google,plis Adain fitur sub Indonesia,5,2025-05-14 10:46:49,0,plis adain fitur sub indonesia,en,"{'sequence': 'plis adain fitur sub indonesia', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4335612952709198, 0.4289511740207672, 0.4221670627593994, 0.42208316922187805, 0.41884976625442505, 0.4114322364330292, 0.4055747389793396]}",[]
1936,Pengguna Google,game nya bagus untuk divice menengah udah okeh tidak kayak dulu sensitivitas yang tajam walaupun udah turunin masih licin....thx for KURO GAMES jadi bisa mainin ini game lagi👏,5,2025-05-14 10:23:22,0,game bagus divice tengah udah okeh kayak dulu sensitivitas tajam walaupun udah turunin licinthx for kuro games jadi mainin game,id,"{'sequence': 'game bagus divice tengah udah okeh kayak dulu sensitivitas tajam walaupun udah turunin licinthx for kuro games jadi mainin game', 'labels': ['Grafis', 'Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.42538467049598694, 0.42414653301239014, 0.42288845777511597, 0.42245668172836304, 0.42160481214523315, 0.4190444350242615, 0.41723477840423584]}",[]
1937,Pengguna Google,kasih bintang 3 dulu karna gak ada bahasa Indonesian nanti kalo udah ada b Indonesia kasih 5 bintang maksh,3,2025-05-14 10:10:13,0,kasih bintang dulu karna bahasa indonesian kalau udah ada b indonesia kasih bintang maksh,id,"{'sequence': 'kasih bintang dulu karna bahasa indonesian kalau udah ada b indonesia kasih bintang maksh', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.43384402990341187, 0.4304920434951782, 0.4267858862876892, 0.42480793595314026, 0.4203158915042877, 0.41987723112106323, 0.419170081615448]}",[]
1938,Pengguna Google,gila keren parah,5,2025-05-14 10:08:11,0,gila keren parah,id,"{'sequence': 'gila keren parah', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Cerita', 'Optimalisasi', 'Grafis', 'Bugs & Error'], 'scores': [0.4135013222694397, 0.4125712215900421, 0.41000139713287354, 0.40861618518829346, 0.4085189402103424, 0.4075174629688263, 0.39800602197647095]}",[]
1939,Pengguna Google,terimakasih kuro telah menciptakan game bagus ini,5,2025-05-14 09:08:11,1,terimakasih kuro cipta game bagus,id,"{'sequence': 'terimakasih kuro cipta game bagus', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Cerita', 'Optimalisasi', 'Grafis', 'Gameplay', 'Bugs & Error'], 'scores': [0.43306875228881836, 0.4297821819782257, 0.4285750687122345, 0.428141325712204, 0.4274217188358307, 0.42675140500068665, 0.41653990745544434]}",[]
1940,Pengguna Google,kelasss,5,2025-05-14 09:06:12,1,kelasss,pendek,"{'sequence': 'kelasss', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4559958577156067, 0.4459570646286011, 0.43643978238105774, 0.43344351649284363, 0.43164682388305664, 0.42664864659309387, 0.4222485423088074]}",[]
1941,Pengguna Google,aniv cacat otw uninstall,1,2025-05-14 08:31:21,1,aniv cacat otw uninstall,en,"{'sequence': 'aniv cacat otw uninstall', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4489884078502655, 0.44716107845306396, 0.43594497442245483, 0.435367226600647, 0.4334047734737396, 0.4288940131664276, 0.4220975637435913]}",[]
1942,Pengguna Google,peak game,5,2025-05-14 08:07:14,1,peak game,pendek,"{'sequence': 'peak game', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Komunitas', 'Grafis', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.43772292137145996, 0.4200381636619568, 0.41794130206108093, 0.4132241904735565, 0.4129246771335602, 0.4126523733139038, 0.40523040294647217]}",[]
1943,Pengguna Google,game nyobain baget kalohgacha pasti oki 😍👍,5,2025-05-14 08:02:26,0,game nyobain baget kalohgacha oki,tl,"{'sequence': 'game nyobain baget kalohgacha oki', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.46219804883003235, 0.43899261951446533, 0.436387300491333, 0.4349824786186218, 0.42913296818733215, 0.4275236129760742, 0.42502477765083313]}",[]
1944,Pengguna Google,game bagus tolong dev kompres lagi gamenya Masi lag parah,5,2025-05-14 07:38:30,0,game bagus dev kompres gamenya mas lag parah,id,"{'sequence': 'game bagus dev kompres gamenya mas lag parah', 'labels': ['Monetisasi & Gacha', 'Grafis', 'Komunitas', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4176526367664337, 0.41102173924446106, 0.4105929732322693, 0.41025349497795105, 0.40756699442863464, 0.40404391288757324, 0.3988053500652313]}",[]
1945,Pengguna Google,"For Kurogame developers, please add Indonesian subtitles to Wuthering Waves so that I can read the story more comfortably because I am not very fluent in English, even to type this I use my translator, please update it in the future 2.4 please add Indonesian subtitles to Wuthering Waves if added I will be very grateful to Kurogame i love this game as much as i love cartethyia 🥰🥰",5,2025-05-14 07:15:27,0,for kurogame developers please add indonesian subtitles to wuthering waves so that i can read the story more comfortably because i am not very fluent in english even to type this i use my translator please update it in the future please add indonesian subtitles to wuthering waves if added i will be very grateful to kurogame i love this game as much as i love cartethyia,en,"{'sequence': 'for kurogame developers please add indonesian subtitles to wuthering waves so that i can read the story more comfortably because i am not very fluent in english even to type this i use my translator please update it in the future please add indonesian subtitles to wuthering waves if added i will be very grateful to kurogame i love this game as much as i love cartethyia', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error', 'Cerita'], 'scores': [0.45764073729515076, 0.45441991090774536, 0.4510496258735657, 0.45021361112594604, 0.448794424533844, 0.44602373242378235, 0.445926696062088]}",[]
1946,Pengguna Google,"game nya sangat seru, gameplay nya menarik dan sangat keren🥰🥰🥰",5,2025-05-14 04:50:35,0,game sangat seru gameplay tarik sangat keren,id,"{'sequence': 'game sangat seru gameplay tarik sangat keren', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Optimalisasi', 'Gameplay', 'Bugs & Error'], 'scores': [0.4242296516895294, 0.4205707311630249, 0.4200717508792877, 0.41876447200775146, 0.41773372888565063, 0.41602951288223267, 0.41411590576171875]}",[]
1947,Pengguna Google,"beberapa karakter ""SUSU"" nya itu teralu di lebih-lebihkan kesan nya jadi agak menjijikan.",1,2025-05-14 04:38:43,1,beberapa karakter susu alu lebihlebihkan kesan jadi jijik,id,"{'sequence': 'beberapa karakter susu alu lebihlebihkan kesan jadi jijik', 'labels': ['Monetisasi & Gacha', 'Optimalisasi', 'Cerita', 'Komunitas', 'Grafis', 'Gameplay', 'Bugs & Error'], 'scores': [0.4287378489971161, 0.41847145557403564, 0.41839227080345154, 0.4168492555618286, 0.41497719287872314, 0.4146609306335449, 0.41220319271087646]}",[]
1948,Pengguna Google,bagus,5,2025-05-14 03:50:43,0,bagus,pendek,"{'sequence': 'bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4303222596645355, 0.4260706901550293, 0.41712915897369385, 0.4162152111530304, 0.41415610909461975, 0.4138963520526886, 0.40186432003974915]}",[]
1949,Pengguna Google,baik banget :),5,2025-05-14 03:28:03,0,baik banget,id,"{'sequence': 'baik banget', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.42738333344459534, 0.42437252402305603, 0.4161805808544159, 0.41601938009262085, 0.4118238389492035, 0.40909820795059204, 0.40126073360443115]}",[]
1950,Pengguna Google,terimakasih game baik,4,2025-05-14 02:45:02,0,terimakasih game baik,id,"{'sequence': 'terimakasih game baik', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Cerita', 'Optimalisasi', 'Grafis', 'Gameplay', 'Bugs & Error'], 'scores': [0.41470229625701904, 0.4110260009765625, 0.41091203689575195, 0.4071744680404663, 0.4069085121154785, 0.4065326452255249, 0.3985157310962677]}",[]
1952,Pengguna Google,"Cocok buat yang suka game eksplorasi ditambah gameplay yang seru jadi menambah pengalaman eksplorasi lebih menantang. Story juga bagus, grafik dan nuansanya juga sangat bisa dinikmati. Sistem Gacha kurang lebih sama seperti game Gacha yang lain cuman beda di Banner Weapon aja sih ga ada fitur 50:50 jadi kesannya ramah untuk para player. Sebagai penikmat game, saya juga sangat menantikan perkembangan game ini kedepannya.",5,2025-05-14 01:53:58,5,cocok buat suka game eksplorasi tambah gameplay seru jadi tambah alam eksplorasi lebih tantang story bagus grafik nuansa sangat nikmat sistem gacha kurang lebih sama game gacha lain cuman beda banner weapon ada fitur jadi kesan ramah para player nikmat game juga sangat nanti kembang game depan,id,"{'sequence': 'cocok buat suka game eksplorasi tambah gameplay seru jadi tambah alam eksplorasi lebih tantang story bagus grafik nuansa sangat nikmat sistem gacha kurang lebih sama game gacha lain cuman beda banner weapon ada fitur jadi kesan ramah para player nikmat game juga sangat nanti kembang game depan', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.4466228783130646, 0.4463728368282318, 0.44552353024482727, 0.44544801115989685, 0.44460776448249817, 0.443368136882782, 0.44160255789756775]}",[]
1953,Pengguna Google,untuk sekarang saya bintang 3 dulu min soalnya kok di HP saya settingan nya udh di set rata kanan tapi tampilan nya kek low burem banget tampilan karakter nya. apakah ada yg kurang setingan nya min?,3,2025-05-13 21:40:18,0,sekarang bintang dulu min soal hp settingan udh set rata kanan tampil kek low burem banget tampil karakter ada kurang ting min,id,"{'sequence': 'sekarang bintang dulu min soal hp settingan udh set rata kanan tampil kek low burem banget tampil karakter ada kurang ting min', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Cerita', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.44733601808547974, 0.44707709550857544, 0.4456520676612854, 0.44563111662864685, 0.44517937302589417, 0.44175347685813904, 0.4412994384765625]}",[]
1954,Pengguna Google,"Co 18GB Lama banget download nya. plz lah kurangin, gw ini di indo yg mana internet cepat buat apa. Terasa banget tersiksa nya",5,2025-05-13 21:30:37,0,co gb lama banget download plz lah rangin gw di indo mana internet cepat buat apa asa banget siksa,id,"{'sequence': 'co gb lama banget download plz lah rangin gw di indo mana internet cepat buat apa asa banget siksa', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.4990014135837555, 0.49851852655410767, 0.4944155514240265, 0.4920930564403534, 0.49032726883888245, 0.48656564950942993, 0.4862803816795349]}",[]
1955,Pengguna Google,saya bangga sekali dengan kuro games,5,2025-05-13 19:54:57,0,bangga sekali kuro games,id,"{'sequence': 'bangga sekali kuro games', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.43733853101730347, 0.42813700437545776, 0.42276495695114136, 0.4220033586025238, 0.420681357383728, 0.4190628230571747, 0.41386762261390686]}",[]
1956,Pengguna Google,"gw beli lunite subs sama pioneers podcast malah di kasih mines asterite gw, padahal beli di official. dan juga di mail masuk, masalahnya karena aku nge refund itu, padahal nyatanya saya tidak pernah merefund kedua hal itu, kenapa bisa seperti itu? mana sekarang udah mines. dan jika saya memang merefund, uangnya pun tidak balik ke saya, yang artinya saya lose lose solution. ini sangat merugikan sekali dari diri saya, bagaimana ini developer, TOLONG DIPERBAIKI SISTEM PEMBAYARAN NYA!",1,2025-05-13 16:53:08,1,gw beli lunite subs sama pioneers podcast malah kasih mes asterite gw padahal beli official juga mail masuk masalah aku nge refund padahal nyata tidak pernah merefund dua itu bisa itu mana sekarang udah mes jika memang merefund uang tidak balik arti lose lose solution sangat rugi sekali diri saya bagaimana developer baik sistem bayar,id,"{'sequence': 'gw beli lunite subs sama pioneers podcast malah kasih mes asterite gw padahal beli official juga mail masuk masalah aku nge refund padahal nyata tidak pernah merefund dua itu bisa itu mana sekarang udah mes jika memang merefund uang tidak balik arti lose lose solution sangat rugi sekali diri saya bagaimana developer baik sistem bayar', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4611334204673767, 0.45940452814102173, 0.45930778980255127, 0.4590924382209778, 0.45810720324516296, 0.4568633735179901, 0.4546070694923401]}",[]
1957,Pengguna Google,peak,5,2025-05-13 16:36:43,0,peak,pendek,"{'sequence': 'peak', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4290022552013397, 0.4178321063518524, 0.4121588468551636, 0.4090796113014221, 0.40893086791038513, 0.4070061445236206, 0.4047897756099701]}",[]
1958,Pengguna Google,"buat player yang masalahin soal anniversary, please lah gak usa ngelunjak juga. Kuro games juga udah kasih banyak hadiah kok lebih worth it daripada karakter bintang 5. Bayangin daripada karakter bintang 5 yang dipilih, lebih bagus asterite yang bisa pull 50-80 kali buat di save pas banner carthetyia. Dan juga buat teman teman, game ini worth it buat di top up in karena feels, graphic, animasi dan idle karakter nya serasa hidup banget dan gak pelit efek. Baru kali ini gue rela top up sejutaan.",5,2025-05-13 16:00:18,21,buat player masalahin soal anniversary please lah usa ngelunjak kuro games udah kasih banyak hadiah lebih worth it karakter bintang bayangin karakter bintang pilih lebih bagus asterite bisa pull kali buat save pas banner carthetyia juga buat teman teman game worth it buat top up in feels graphic animasi idle karakter serasa hidup banget tidak pelit efek baru kali gue rela top up juta,id,"{'sequence': 'buat player masalahin soal anniversary please lah usa ngelunjak kuro games udah kasih banyak hadiah lebih worth it karakter bintang bayangin karakter bintang pilih lebih bagus asterite bisa pull kali buat save pas banner carthetyia juga buat teman teman game worth it buat top up in feels graphic animasi idle karakter serasa hidup banget tidak pelit efek baru kali gue rela top up juta', 'labels': ['Komunitas', 'Grafis', 'Gameplay', 'Monetisasi & Gacha', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.4365790784358978, 0.43630266189575195, 0.4362757205963135, 0.43594709038734436, 0.4351682960987091, 0.43461135029792786, 0.43424269556999207]}",[]
1960,Pengguna Google,ada game gacha sebagus ini 🖐️😮🖐️,5,2025-05-13 14:01:29,0,game gacha bagus,so,"{'sequence': 'game gacha bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.4331718385219574, 0.4100300371646881, 0.40854886174201965, 0.4077202379703522, 0.4073733687400818, 0.4065805673599243, 0.40442901849746704]}",[]
1961,Pengguna Google,nice,5,2025-05-13 13:58:41,0,nice,pendek,"{'sequence': 'nice', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.4511186182498932, 0.43008893728256226, 0.41906583309173584, 0.41740450263023376, 0.4152893126010895, 0.41253671050071716, 0.41045308113098145]}",[]
1962,Pengguna Google,keren,5,2025-05-13 13:55:09,0,keren,pendek,"{'sequence': 'keren', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Grafis', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4327636957168579, 0.4266696870326996, 0.4184846878051758, 0.41673213243484497, 0.41461893916130066, 0.4143432080745697, 0.40867844223976135]}",[]
