Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih
Pengguna Google,mantap,5,2025-05-20 18:39:06,0,mantap
Pengguna Google,akun gue ilang anjir,1,2025-05-20 16:59:32,0,akun gue ilang anjir
Pengguna Google,game sebenarnya udh bagus TPI yang bikin males download datanya beuh sekalinya ngulang pengen hapus aja nih game🗿🫩,4,2025-05-20 16:00:07,0,game benar udh bagus tpi bikin males download data beuh sekali ngulang ken hapus nih game
Pengguna Google,yg paling utama perbaiki lah sistem gacha karakter nya mihoyo....biar lebih ramah untuk player f2p....ngumpulin primo aja susah ...pas gacha dapet rate off ...kan ba**ke....jadi gasemangat maennya,1,2025-05-20 15:58:18,1,paling utama baik lah sistem gacha karakter mihoyobiar lebih ramah player fpngumpulin primo susah pas gacha dapet rate off kan bakejadi gasemangat maennya
Pengguna Google,seruuu,5,2025-05-20 14:32:38,0,seruuu
Pengguna Google,"I love this game so much, the size worth it but i can't download it due to my phone is full. But great game anyway.",2,2025-05-20 13:08:24,0,i love this game so much the size worth it but i cant download it due to my phone is full but great game anyway
Pengguna Google,game nya baguss tpi pnimpanan nya terlalu besarr,5,2025-05-20 11:28:53,0,game baguss tpi pnimpanan terlalu besarr
Pengguna Google,kikir,5,2025-05-20 10:57:50,0,kikir
Pengguna Google,"Game nya bagus tpi syngnya , lumayan KIKIR ya 😅",5,2025-05-20 10:52:56,0,game bagus tpi syngnya lumayan kikir
Pengguna Google,Game bagus tapi kikir,4,2025-05-20 10:40:34,0,game bagus kikir
Pengguna Google,ok,5,2025-05-20 10:28:59,0,
Pengguna Google,Sangat bagus 👍👍,5,2025-05-20 10:27:42,0,sangat bagus
Pengguna Google,"seru dan dunianya luas, pokoknya seru dehh",5,2025-05-20 09:38:20,0,seru dunia luas pokok seru dehh
Pengguna Google,game yapping,1,2025-05-20 09:38:01,0,game yapping
Pengguna Google,jangan berat berat ya,5,2025-05-20 08:37:05,0,jangan berat berat
Pengguna Google,wah cepat download data nya cuma nunggu 2 hari udah lama-lama download eh malah ga support,1,2025-05-20 07:34:12,0,wah cepat download data cuma nunggu hari udah lamalama download eh malah support
Pengguna Google,dongload data pas loginnya lama tolong dipercepat,4,2025-05-20 07:20:23,0,dongload data pas loginnya lama cepat
Pengguna Google,"kikir bukan sekedar kikir, kikir di gacha oke, kikir di artefak oke, sekalipun dapat substat bagus, yang naik def, hp, atk, buat cdm dan crt pun kikir😹, kikir kikir, gak kek sodara lu sebelah tu🤢",1,2025-05-20 06:43:59,0,kikir bukan dar kikir kikir gacha oke kikir artefak oke sekalipun substat bagus naik def hp atk buat cdm crt kikir kikir kikir kek sodara lu belah tu
Pengguna Google,i really like this game ! fantastic,5,2025-05-20 06:40:30,0,i really like this game fantastic
Pengguna Google,"walaupun loadingnya lama banget,tapi bagus banget👍 auto bintang 5😎👍",5,2025-05-20 05:17:54,0,walaupun loadingnya lama bangettapi bagus banget auto bintang
Pengguna Google,"tambahkan fitur emot, biar bisa joget² wkwkwk",4,2025-05-20 03:26:41,0,tambah fitur emot biar joget wkwkwk
Pengguna Google,"game kikir, gw ga dapat furina, taik, gw pengen furina hydro bukan furina anemo, KIKIR!!!!!!!!!😡",1,2025-05-20 02:21:44,0,game kikir gw dapat furina taik gw ken furina hydro bukan furina anemo kikir
Pengguna Google,bagus😹😹😹😹🤣😅😯,5,2025-05-20 01:20:39,0,bagus
Pengguna Google,"Tolong untuk ascend materialnya dibuat tombol khususnya bair ga bolak balik ke alkimia🙂. Sama satu lagi tolong banget karakter cowoknya dibanyakin, player genshin gak cuman cowok.",5,2025-05-20 01:11:58,1,untuk ascend material buat tombol khusus bair bolak balik alkimia sama satu tolong banget karakter cowok dibanyakin player genshin cuman cowok
Pengguna Google,gamenya bagus,5,2025-05-19 23:39:57,0,gamenya bagus
Pengguna Google,"Bagian-bagian ini yang jadi alasan dapat bintang 1, - Material dari 1 weekly boss yang cuma bisa diklaim 1x per minggu, domain yang materialnya gonta-ganti setiap hari. Akibatnya build karakter jadi lama. - Ekspresi karakter yang kaku & tidak ada fitur skip story. Akibatnya malas ngerjain quest. Gak semua player punya waktu untuk main game lama-lama, jadi tolong developer untuk memikirkan player yang seperti itu.",1,2025-05-19 21:48:42,62,bagianbagian jadi alas bintang material weekly boss cuma klaim x per minggu domain material gontaganti hari akibat build karakter jadi lama ekspresi karakter kaku ada fitur skip story akibat malas ngerjain quest semua player punya waktu main game lamalama jadi developer pikir player yang seperti
Pengguna Google,meng unduh data sini super lama sama monoton apa lagi kalau keluar ulang download habis habis kan data mana sampai 33 GB lebih belum ketambah main,1,2025-05-19 17:45:52,0,meng unduh data sini super lama sama monoton apa kalau keluar ulang download habis habis kan data mana gb lebih tambah main
Pengguna Google,"saya sudah jenuh memainkannya, cerita utama genshin impact mengenai kembaran traveler yang sudah 1 tahun belum dilanjutkan. dan banyak qwest"" yang tidak berguna, ceritanya bikin ngantuk, dan hadiah prigem sangatlah sedikit. mungkin jika update mendatang genshin impact tetap seperti ini saja,pasti banyak Player yang akan pensiun.",1,2025-05-19 17:44:12,0,sudah jenuh main cerita utama genshin impact kena kembar traveler sudah tahun lanjut banyak qwest tidak guna cerita bikin ngantuk hadiah prigem sangat sedikit mungkin update datang genshin impact tetap ini sajapasti banyak player akan pensiun
Pengguna Google,mantap,5,2025-05-19 16:39:02,0,mantap
Pengguna Google,nicee ☺️☺️,5,2025-05-19 16:30:54,0,nicee
Pengguna Google,pliss dapet kinich,5,2025-05-19 15:51:14,0,pliss dapet kinich
Pengguna Google,Developer tunarungu,1,2025-05-19 15:17:19,0,developer tunarungu
Pengguna Google,game terbaik sih ini 🥰,5,2025-05-19 14:53:48,0,game baik
Pengguna Google,mihoyo tolong di buatin terpisah dong untuk matrial kristal ascension karakternya udah dapetnya dikit lagi karakternya kan dah bannyak yak butuh krital ascension jugak butunya ituh gak dikit butuh berhari hari untuk ngupulinya ituh aja shin tolong di pisah yah,4,2025-05-19 14:43:20,0,mihoyo di buatin pisah dong matrial kristal ascension karakter udah dapetnya dikit karakter kan dah bannyak yak butuh krital ascension jugak butunya ituh dikit butuh hari hari ngupulinya ituh shin di pisah yah
Pengguna Google,Game yang memuaskan,5,2025-05-19 14:20:32,0,game muas
Pengguna Google,mantap,5,2025-05-19 13:59:43,0,mantap
Pengguna Google,"udah frustasi ya main game ini event quest yapping, event gak seru yapping jagu terlalu berteletele, sistem artefak juga bikin frustatasi mau build karakter aja bisa sampai 6 bulan biar bisa dapet artefak bagus, frustasi banget main game ini",2,2025-05-19 13:14:35,2,udah frustasi main game event quest yapping event seru yapping jagu terlalu berteletele sistem artefak bikin frustatasi mau build karakter bulan biar bisa dapet artefak bagus frustasi banget main game
Pengguna Google,"Gak bisa login akun, ada bacaan ""Too many request"" udah 2 hari begini :(",1,2025-05-19 12:55:52,0,bisa login akun baca too many request udah hari begini
Pengguna Google,pengisian resin nya cepetin dari 1 resin 8 menit jadi 1 resin 1 menit😁,4,2025-05-19 11:50:26,0,isi resin cepetin resin menit jadi resin menit
Pengguna Google,saya lasih bintang satu karna gl bisa mian di hp samsum j2prem,1,2025-05-19 11:47:02,0,lasih bintang satu karna gl mi hp samsum jprem
Pengguna Google,"Sangat suka dengan genre game anime seperti ini, layak untuk dimainkan , saya ingin request untuk ditambahkan peta di atas awan sepertinya seru atau di dasar laut",5,2025-05-19 11:19:03,0,sangat suka genre game anime ini layak main ingin request tambah peta atas awan seperti seru di dasar laut
Pengguna Google,"seru game nya, cocok buat mengisi luang",5,2025-05-19 10:30:25,0,seru game cocok buat isi luang
Pengguna Google,"tolong ukuran file data di bikin bisa di atur dong plis (dengan bisa memilih kualitas grafik,ambar & resolusi di bikin menengah atau setandar & kualitas animasi & detail di bikin menengah & grafik sistem seperti 4×msaa supaya terlihat jelas) serta di bikin kompatible dengan fps rendah selain 30fps supaya gak cepet panas & lag",5,2025-05-19 08:27:46,0,ukur file data bikin atur dong plis bisa pilih kualitas grafikambar resolusi bikin tengah setandar kualitas animasi detail di bikin tengah grafik sistem msaa lihat jelas di bikin kompatible fps rendah fps tidak cepet panas lag
Pengguna Google,"apaan coba update 1,2gb tapi pas download jadi 7 GB anjir kuota gua aneh parah Cok yang bener lah ngasih notif nya ,wah any naik Cok jadi 13 gb gelo update macam apa ini data lama di hapus kah pas update di play store parah cuk",1,2025-05-19 03:24:02,1,apa coba update gb pas download jadi gb anjir kuota gua aneh parah cok bener lah ngasih notif wah any naik cok jadi gb gelo update macam apa data lama hapus pas update play store parah cuk
Pengguna Google,mantap,5,2025-05-19 01:35:10,0,mantap
Pengguna Google,mantap,5,2025-05-19 00:53:06,0,mantap
Pengguna Google,mod hecker apa ini bagaimana saya melawan inc0mu ini parah kamu iya nanti nanti aku bakalan ngecek akun Roblox kamu,1,2025-05-18 23:42:30,0,mod hecker apa bagaimana lawan incmu parah kamu iya nanti aku bakal ngecek akun roblox kamu
Pengguna Google,"kaga ada bansos buat gacha, kikir",5,2025-05-18 23:25:04,0,kaga bansos buat gacha kikir
Pengguna Google,udh bagus gamenya cuman untuk karakter rada sulit dan artefaknya,5,2025-05-18 17:28:17,0,udh bagus gamenya cuman karakter rada sulit artefak
Pengguna Google,hoyo plis banyakin voice lumine di story,5,2025-05-18 15:43:46,0,hoyo plis banyakin voice lumine story
Pengguna Google,"Saya mempunyai saran, tolong rubah penampilan NPC di genshin impact karena semua NPC di genshin impact mempunyai muka yang sama, hal ini membuat para pemain terutama saya merasa bosan, jika NPC di genshin impact dibuat lebih bagus, mungkin genshin impact kembali menjadi game dengan reputasi yang baik, dan untuk yang baru pertama main coba pikir2 lagi karena game ini mempunyai kesan yang mendalam jika kalian memainkannya dengan sepenuh hati",5,2025-05-18 15:28:08,0,punya saran rubah tampil npc genshin impact semua npc genshin impact punya muka sama buat main utama rasa bosan npc genshin impact buat lebih bagus mungkin genshin impact jadi game reputasi baik untuk baru pertama main coba pikir karena game ini punya kesan dalam kalian main sepenuh hati
Pengguna Google,gamenya seru dapat pengalaman bermain lebih baik hanya kesusahan saat mencari primonya untuk gaca characternya,5,2025-05-18 14:29:13,0,gamenya seru alam main lebih baik susah cari primonya gaca characternya
Pengguna Google,"gilaaa bgt,story nya aku suka bgt🤩🤩🤩",5,2025-05-18 14:11:55,0,gilaaa bgtstory aku suka banget
Pengguna Google,keren saya beri bintang 5 tolong jangan pelit pelit permudah kasih aku karakter bintang 5 juga lah minimal 1 &2 dulu biar bisa phuss minn,5,2025-05-18 14:03:44,0,keren beri bintang jangan pelit pelit mudah kasih aku karakter bintang lah minimal dulu biar phuss minn
Pengguna Google,Tidak ada fitur skip story.,1,2025-05-18 13:54:53,0,ada fitur skip story
Pengguna Google,"genshin genshin ni game kenapa dah,pengen log in akun lama gw kagak bisa bisa.tulisan nya ""terlalu banyak percobaan,harap ulang halaman"",tolol gw udah nunggu 4 hari masih be begitu,benerin woe,akun Utama gw itu",1,2025-05-18 13:05:11,2,genshin genshin ni game dahpengen log in akun lama gw kagak bisatulisan terlalu banyak percobaanharap ulang halamantolol gw udah nunggu hari be begitubenerin woeakun utama gw
Pengguna Google,game terbaik.....,5,2025-05-18 12:55:17,0,game baik
Pengguna Google,"udh bagus dari segala aspek, kaya gacha, quest, bansos, event, tapi gk ada fitur skip story, semisal kan gua udh tamat semua quest di akun utama, nah pas di akun kecil karna udh tau semua story nya(jalan cerita) jadinya susah buat skip story di akun kecil bikin lama, mohon di tambahin fitur skip story nya🙏",5,2025-05-18 12:43:55,0,udh bagus segala aspek kaya gacha quest bansos event gk fitur skip story misal kan gua udh tamat semua quest akun utama nah pas akun kecil karna udh tau semua story nyajalan cerita jadi susah buat skip story akun kecil bikin lama mohon tambahin fitur skip story
Pengguna Google,"payah sekian lama main game ini tiba""gak bisa login kan tolol,aplikasi sampah percuma main sudah sangat lama tapi akun hilang,untuk keamanannya sampah banget payah..!!!!!!",1,2025-05-18 12:41:51,2,payah sekian lama main game tibagak login kan tololaplikasi sampah percuma main sangat lama akun hilanguntuk aman sampah banget payah
Pengguna Google,Bagus banget,4,2025-05-18 12:29:00,0,bagus banget
Pengguna Google,grafik menariknya,5,2025-05-18 12:28:48,0,grafik tarik
Pengguna Google,"genshin sekarang udh bosenin gda tombol skip, dengerin yapping terus, eksplorasi nya skrng makin susah.",5,2025-05-18 12:12:03,2,genshin sekarang udh bosenin gda tombol skip dengerin yapping terus eksplorasi skrng makin susah
Pengguna Google,是时候让原神安静下来了，因为米哈游时代的事件比Hoyoverse更好，根本没有发展，非常无聊，至少给出一个长事件，时间为1个月，类似于旧时代,1,2025-05-18 12:04:53,1,hoyoverse
Pengguna Google,game nya itu loh bagus banget grafik nya oke dan gamenya Aman 🌟♥️,5,2025-05-18 11:54:22,0,game loh bagus banget grafik oke gamenya aman
Pengguna Google,cara balikin akun yang di curi gimana?,3,2025-05-18 11:28:48,0,cara balikin akun di curi gimana
Pengguna Google,bagus,5,2025-05-18 10:50:56,0,bagus
Pengguna Google,"enak skrg ga bikin hp cepet panas, yang penting mah kenyamanan bermain, cuman storynya aja yang terlalu panjang bgd",5,2025-05-18 10:11:15,0,enak skrg bikin hp cepet panas penting mah nyaman main cuman storynya yang terlalu panjang bgd
Pengguna Google,sekelas infinix gt 20 pro gw keteteran main ni gem kalo rata kanan tapi asik sih wajib dowload,5,2025-05-18 09:56:34,0,kelas infinix gt pro gw keteter main ni gem kalau rata kanan asik wajib dowload
Pengguna Google,"jangan sering"" update anjng lama banget download data nya asw",5,2025-05-18 09:33:04,0,jangan sering update anjng lama banget download data asw
Pengguna Google,Hadiah aniversary nya bukan main,1,2025-05-18 09:19:38,1,hadiah aniversary bukan main
Pengguna Google,bbagus,4,2025-05-18 08:03:13,0,bbagus
Pengguna Google,wow,5,2025-05-18 07:59:24,0,wow
Pengguna Google,game gak jelas gak usah mainin mending main blox blast a,1,2025-05-18 05:57:47,0,game jelas usah mainin mending main blox blast a
Pengguna Google,game busuk... EEH maksudnya itu game bagus banget ya,5,2025-05-18 05:56:21,0,game busuk eeh maksud game bagus banget
Pengguna Google,oke seru banget walau hp tersiksa tapi bagus banget,5,2025-05-18 05:08:00,0,oke seru banget hp siksa bagus banget
Pengguna Google,Bagusss:>,1,2025-05-18 03:50:54,0,bagusss
Pengguna Google,game nya bagus kaena ada furina,5,2025-05-18 03:41:32,0,game bagus kaena furina
Pengguna Google,bagus,5,2025-05-18 03:33:06,0,bagus
Pengguna Google,nice,5,2025-05-18 03:32:14,0,nice
Pengguna Google,sangat seru dan bagus,5,2025-05-18 02:45:19,0,sangat seru bagus
Pengguna Google,Makin lama makin gede :(,1,2025-05-18 01:34:31,0,makin lama makin gede
Pengguna Google,kikir,1,2025-05-18 00:22:34,0,kikir
Pengguna Google,bagus,5,2025-05-17 23:48:49,0,bagus
Pengguna Google,dari awal main smpe skarang dikasih char B5 di piti 80 ga pernah dikasih hoki . kukira muntun doang kikir . ternyata ada rekannya 🤪,1,2025-05-17 23:40:10,0,awal main smpe skarang kasih char b pit pernah kasih hoki kira muntun doang kikir nyata rekan
Pengguna Google,game nya bagus dan juga di penuhi grafik yg bagus untuk memanjakan mata,5,2025-05-17 23:14:25,0,game bagus juga penuh grafik bagus manja mata
Pengguna Google,It's really a good game!!,1,2025-05-17 22:45:23,0,its really a good game
Pengguna Google,saya ingin sekali pirtur download data ini bisa di kurangi karna saya download data ini sangat lama.hinga sampai 3.hari baru selesai download data nya jadi untuk sementara saya kasih bintang 3.jadi bilang mau saya kasih bintang 5 mohon di perbaiki pirtur download data nya karna itu bisa memakan waktu yang lama bagi para orang yang sinyal nya kurang bagus atau tidak normal sekian terimakasih,3,2025-05-17 22:05:26,1,ingin sekali pirtur download data bisa kurang karna download data sangat lamahinga hari baru selesai download data jadi sementara kasih bintang jadi bilang mau kasih bintang mohon baik pirtur download data karna bisa makan waktu lama para orang sinyal kurang bagus tidak normal sekian terimakasih
Pengguna Google,"Terbaik dalam semua hal... game play yg mulus, grafik yg memukau, quest yg menarik, event yg seru, map yg luar biasa besar dan unik, dan banyak lagi hal-hal yg bisa di lakukan di in-game... lalu yg penting lagi, tiap-tiap karakternya punya hal menariknya masing-masing, ntah skill, story, dan tampilannya...",5,2025-05-17 20:45:25,3,baik semua game play mulus grafik pukau quest tarik event seru map luar biasa besar unik banyak halhal bisa laku ingame lalu penting tiaptiap karakter punya tarik masingmasing ntah skill story tampil
Pengguna Google,gimana yahh ada kekurangan nya karakter cowok nya menurut ku kurang banyak terus sistem gacha nya membuat saya sangat frustasi sudah ngumpulin banyak Primo. tapi ujungnya gak dapet yang di inginkan apalah game ini bagus sihh KLO segi grafik ataupun lain tapi aku paling benci itu tentang sistem gacha nya. oh yah saru lagi berbayak karakter cowok nya plisss sedikit banget karakter cowok anjir..plis lah bebanyak udah gitu ajah terimakasih..,1,2025-05-17 20:06:50,0,gimana yahh kurang karakter cowok ku kurang banyak terus sistem gacha buat sangat frustasi ngumpulin banyak primo ujung dapet di ingin apa game bagus sihh klo segi grafik atau tapi aku paling benci tentang sistem gacha yah saru bayak karakter cowok plisss sedikit banget karakter cowok anjirplis lah bebanyak udah gitu ajah terimakasih
Pengguna Google,"game bagus, tapi saya tidak suka yg terlalu banyak narasi yg gabisa di skip. niat mau kerja sambil main game yg semi2 auto. malah buang2 waktu karena game harus di pantengin terus dan narasi gabisa di skip",1,2025-05-17 18:33:30,10,game bagus saya suka terlalu banyak narasi gabisa skip niat mau kerja main game semi auto malah buang waktu game pantengin terus narasi gabisa di skip
Pengguna Google,"game sampah, sengaja bgt taro boss nyusahin di abyss y",1,2025-05-17 18:10:24,0,game sampah sengaja banget taro boss nyusahin abyss y
Pengguna Google,game yang seru,5,2025-05-17 17:50:25,0,game seru
Pengguna Google,banyak yapping gabisa diskip,3,2025-05-17 17:48:53,0,banyak yapping gabisa skip
Pengguna Google,"halo min saya ingin menyampaikan keluhan saya, akun saya tidak bisa login setelah cukup lama ditinggalkan dengan keterangan "" terlalu banyak permintaan coba lagi nanti""tolong untuk direspon permasalahan ini",5,2025-05-17 16:22:57,0,halo min ingin sampai keluh akun tidak login cukup lama tinggal terang terlalu banyak minta coba nantitolong direspon masalah
Pengguna Google,sangat mantap,5,2025-05-17 15:54:49,0,sangat mantap
Pengguna Google,main dr awal rilis sempet pensi pas awal Fontaine soal nya makin kesini makin bnyak quest2 yg ga penting dialog nya panjang2 cuma buang2 waktu.. nyoba game sebelah ternyata memanjakan player ad fitur skip n fitur2 yg memudahkan player pokonya bikin betah ga rugi juga kalo topup.. balik lg nyoba gi ehh ttep aja kya gitu makin membosankan malah makin bnyak quest dengan dialog2 panjang ga jelas ttep ga bisa d skip mana dapet primo nya dikit...,1,2025-05-17 15:52:35,25,main dr awal rilis sempet pensi pas awal fontaine soal makin kesini makin bnyak quest penting dialog panjang cuma buang waktu nyoba game belah nyata manja player ad fitur skip n fitur mudah player poko bikin betah rugi kalau topup balik lg nyoba gi ehh ttep kya gitu makin bosan malah makin bnyak quest dialog panjang jelas ttep tidak bisa d skip mana dapet primo dikit
Pengguna Google,download datanya kebanyakan,1,2025-05-17 14:48:50,0,download data banyak
Pengguna Google,"GAME NGONTOL, STORY YAPPING BANGET SUMPAH, MANA GAK ADA FITUR SKIP STORY LAGI, NGE HABIS HABISIN WAKTU BUAT YG F2P, KASIAN YANG F2P MAU NGUMPULIN PRIMOGEM TAPI MALAH KEHALANG QUEST YANG YAPPING BANGET JADI NYA GAK SEMPET NGULI PRIMO LAGI, DI UPDATE KEDEPAN HARUS ADA FITUR SKIP YA !!",1,2025-05-17 14:26:59,0,game ngontol story yapping banget sumpah mana ada fitur skip story nge habis habisin waktu buat fp kasi fp mau ngumpulin primogem malah halang quest yapping banget jadi sempet nguli primo di update depan ada fitur skip
Pengguna Google,"Game nya sangat bagus tapi tunggu data nya itu loh ,lama banget aku nunggu sampai selesai aja 3 jam lebih gitu lah",4,2025-05-17 14:19:50,0,game sangat bagus tunggu data loh lama banget aku nunggu selesai jam lebih gitu lah
Pengguna Google,mantab,5,2025-05-17 14:16:42,0,mantab
Pengguna Google,games seru bet gk sia2 download pertama kali main geshin impact 🥲🥲🥲🥲🥲🥲🥲😇😇😇😇😇😇😇😇😇😇,5,2025-05-17 14:11:35,0,games seru bet gk sia download pertama kali main geshin impact
Pengguna Google,i like it,5,2025-05-17 12:30:01,0,i like it
Pengguna Google,"menurut saya game ini adalah game petualangan yang paling sempurna dibandingkan game lainnya, dimulai dari segi performa, grafik, kesetabilan gerakan, dan segala fiturnya sangat sempurna, ini adalah game yang sangat mengagumkan, saya akui pencipta game ini sangat jenius, terimakasih sudah menciptakan game yang sangat sempurna ini😮👍",5,2025-05-17 11:40:38,0,game adalah game tualang paling sempurna banding game lain mulai segi performa grafik kesetabilan gera segala fiturnya sangat sempurna adalah game sangat kagum saya aku cipta game sangat jenius terimakasih cipta game sangat sempurna
Pengguna Google,Come on... I am playing 2 years but always get 5 star on 80 wish,5,2025-05-17 11:01:42,0,come on i am playing years but always get star on wish
Pengguna Google,HOYOVERSE I REALLY LIKE YOUR GAME BUT THERE'S ONE THING AND ONE THING ONLY!PLEASE GIVE A SKIP BUTTON AND MY LIFE IS YOURS,5,2025-05-17 09:56:19,0,hoyoverse i really like your game but theres one thing and one thing onlyplease give a skip button and my life is yours
Pengguna Google,"ada beberapa desain karakter yang menurut saya lebih baik sebelum di rilis tapi ketika rilis desain karakter tersebut malah di ubah sehingga ekspetasi Player menjadi kecewa contoh Albedo, Diluc desain karakter tersebut lebih bagus sebelum di rilis dari pada pas dirilis",5,2025-05-17 09:51:44,0,beberapa desain karakter turut lebih baik rilis ketika rilis desain karakter sebut malah di ubah ekspetasi player jadi kecewa contoh albedo diluc desain karakter sebut lebih bagus di rilis pada pas rilis
Pengguna Google,cool,5,2025-05-17 09:10:29,0,cool
Pengguna Google,bagus banget,5,2025-05-17 08:03:42,0,bagus banget
Pengguna Google,mengompilasi shader nya lamaaaa banget 3 jam Cok nunggu,1,2025-05-17 07:41:20,0,kompilasi shader lamaaaa banget jam cok nunggu
Pengguna Google,game baik,5,2025-05-17 07:17:31,0,game baik
Pengguna Google,download nya lama banget,3,2025-05-17 07:07:31,0,download lama banget
Pengguna Google,grafik nya bagus,5,2025-05-17 07:03:16,0,grafik bagus
Pengguna Google,game kikir gak usah di download wkwkwkwkkw,1,2025-05-17 06:31:54,2,game kikir usah download wkwkwkwkkw
Pengguna Google,game nya bagus grafik paling tinggi gak ngelek dan gak panas 👍,5,2025-05-17 05:13:46,0,game bagus grafik paling tinggi lag tidak panas
Pengguna Google,aku udah nungguin selama 2 jam tapi masih 50% lama banget padahal ram ku masih banyak tolong kurangin ram game nya,2,2025-05-17 04:56:02,0,aku udah nungguin lama jam lama banget padahal ram ku masih banyak rangin ram game
Pengguna Google,Sinyal sering leg pas spiral hdehhh,1,2025-05-17 04:47:08,0,sinyal sering leg pas spiral hdehhh
Pengguna Google,"terlalu kikir , tapi ada waifu gua 🗿",3,2025-05-17 02:23:34,0,terlalu kikir ada waifu gua
Pengguna Google,"sebenarnya game ini sangat seru dan menyenangkan karena ini game tipe open world tetapi hal yang paling saya benci digame ini adalah sistem gacha, kalau bisa adakan event character gratis supaya player f2p bisa bermain sengan senang juga",3,2025-05-17 00:23:29,0,benar game sangat seru senang game tipe open world hal paling benci digame ini adalah sistem gacha kalau adakan event character gratis player fp main seng senang
Pengguna Google,Quests are currently not fun to play because they are voiceless,1,2025-05-16 21:15:32,0,quests are currently not fun to play because they are voiceless
Pengguna Google,sangat bagus gem nya dari petualangan nya bagus explorasi nya bagus karakter nya cakep cakep dan ceritanya keren dah,5,2025-05-16 21:14:12,0,sangat bagus gem tualang bagus explorasi bagus karakter cakep cakep cerita keren dah
Pengguna Google,the story has always been amazing. thank you genshin.,5,2025-05-16 21:03:56,0,the story has always been amazing thank you genshin
Pengguna Google,"Satu-satunya game yang dimainkan di hp saya karena udah ngikutin story game ini dari awal dan suka dengan karakternya. Dan malas juga main game lain karena harus mulai dari awal, jadi stay aja di Genshin hehe",5,2025-05-16 19:16:38,0,satusatunya game main hp karena udah ngikutin story game awal suka karakter malas main game karena mulai dari awal jadi stay di genshin hehe
Pengguna Google,good,5,2025-05-16 18:43:35,0,good
Pengguna Google,so far so good,5,2025-05-16 18:14:59,0,so far so good
Pengguna Google,"story nya sangat mudah di pahami, tapi untuk benarkah paham tentang semua nya harus bermain Berjam jam",5,2025-05-16 17:46:13,0,story sangat mudah paham untuk benar paham semua main jam jam
Pengguna Google,game pepek,1,2025-05-16 14:23:37,0,game pepek
Pengguna Google,game yang sangat saya suka,5,2025-05-16 12:13:23,0,game sangat suka
Pengguna Google,kikir impact,1,2025-05-16 11:20:07,0,kikir impact
Pengguna Google,saya suka game ini karena game ini saya menjadi penyayang anak kecil seperti nahida,5,2025-05-16 11:15:04,0,suka game karena game saya jadi sayang anak kecil nahida
Pengguna Google,"aku main game ini dari awal 2022, dan hal yang paling gak memuaskan disini adalah gaada nya fitur menikahi karakter favorit di game ini, ayolah hoyoverse gw sih gak butuh bansos aku maunya fitur menikahi karakter nya (terutama navia Ama furina)",5,2025-05-16 11:09:19,0,aku main game dari awal hal paling muas sini gaada fitur nikah karakter favorit game ayo hoyoverse gw butuh bansos aku mau fitur nikah karakter utama navia ama furina
Pengguna Google,"pelit sinyal ajg, pake wifi 999 terus pake data sama 999 terus anjggg",1,2025-05-16 09:29:10,0,pelit sinyal ajg pake wifi terus pake data sama terus anjggg
Pengguna Google,jan kikir,5,2025-05-16 09:13:21,0,jan kikir
Pengguna Google,#PercumaLaporCs ga ngatasin masalah malah yapping ga jelas,1,2025-05-16 09:03:30,0,percumalaporcs ngatasin masalah malah yapping jelas
Pengguna Google,seru,5,2025-05-16 08:24:38,0,seru
Pengguna Google,"bagus,sekali tapi tolong jangan selalu update data ku habis kalau terus menerus di update kalau bisa tolong buat macam pilihan mau di update atau tidak kalau tidak kita bisa main tapi tidak dapat update an terbaru oke",4,2025-05-16 07:42:49,0,bagussekali tolong jangan selalu update data ku habis kalau terus terus update kalau tolong buat macam pilih mau update kalau tidak kita main tidak update an baru oke
Pengguna Google,"dulu game ini sangat menyenangkan, mulai mengecewakan pas masuk natlan dan puncaknya pas mereka bikin mini games di event susah banget, story baik archon maupun world quest panjang banget gak umum durasinya bahkan ada yang 24 jam, event di game pun mulai ikut-ikutan dipanjangin overall kalau anda hanya ada waktu sabtu minggu, hari libur 2-4jam buat main sebaiknya hindari ini game dan kalau snezhnaya masih mengecewakan baik desain, gameplay dan karakternya, saya akan uninstall ini game.",3,2025-05-16 06:29:58,2,dulu game sangat senang mulai kecewa pas masuk natlan puncak pas bikin mini games event susah banget story baik archon maupun world quest panjang banget umum durasi bahkan yang jam event game mulai ikutikutan dipanjangin overall kalau hanya waktu sabtu minggu hari libur jam buat main baik hindar game kalau snezhnaya kecewa baik desain gameplay karakter akan uninstall game
Pengguna Google,agk ke sini genshin semakin update semakin berat game ya sayang kalo aku pensi game ya tapi gk pp terpaksa pensi mungkin waktu ya istirahat HP ku,1,2025-05-16 06:18:50,0,agk sini genshin makin update makin berat game sayang kalau aku pensi game tapi gk pp paksa pensi mungkin waktu istirahat hp ku
Pengguna Google,"Sumpah ini game makin aneh anjj, masa gw gk bisa login kan update tu nah akun ke log out trus pass mau masuk malah ngebug kan anj padahal tu akun cmn gara"" Jarang di mainin lagi pass mau msk malah ngebug kocakkkkkkkkkkk",1,2025-05-16 06:15:49,0,sumpah game makin aneh anjj masa gw gk login kan update tu nah akun log out trus pass mau masuk malah bug kan anj padahal tu akun cmn gara jarang mainin pass mau msk malah bug kocakkkkkkkkkkk
Pengguna Google,game nya bagus,5,2025-05-16 06:14:36,0,game bagus
